# COMMENT	SELECT * FROM beast_example_phat/beast_example_phat Isochrones WHERE ~((M_ini < 12.) & (stage == 0))
# ISOCHRONE	1.0000e+06 yr
# NAME	beast_example_phat/beast_example_phat Isochrones
# Z	stage
# BINARY_FRAC	0.3
# BINARY_KIND	1
# BINARY_MRINF	0.7
# BINARY_MRSUP	1
# CMD_VERSION	2.7
# DUST_SOURCE	nodust
# DUST_SOURCEC	AMCSIC15
# DUST_SOURCEM	dpmod60alox40
# ETA_REIMERS	0.2
# EXTINCTION_AV	0
# ICM_LIM	4
# IMF_FILE	tab_imf/imf_kroupa.dat
# ISOC_AGE	10000000.0
# ISOC_AGE0	12700000000.0
# ISOC_DLAGE	1.0
# ISOC_DZ	0.0001
# ISOC_KIND	parsec_CAF09_v1.2S
# ISOC_LAGE0	6.0
# ISOC_LAGE1	10.13
# ISOC_VAL	1
# ISOC_Z0	0.0001
# ISOC_Z1	0.03
# ISOC_ZETA	0.02
# ISOC_ZETA0	0.03
# KIND_CSPECMAG	aringer09
# KIND_DUST	0
# KIND_INTERP	1
# KIND_MAG	2
# KIND_POSTAGB	-1
# KIND_PULSECYCLE	0
# KIND_TPAGB	0
# LF_DELTAMAG	0.2
# LF_MAGINF	20
# LF_MAGSUP	-20
# MAG_LIM	26
# MAG_RES	0.1
# OUTPUT_EVSTAGE	1
# OUTPUT_GZIP	0
# OUTPUT_KIND	0
# PHOTSYS_FILE	tab_mag_odfnew/tab_mag_bessell.dat
# SUBMIT_FORM	Submit
##               Column	      Unit	Comment	Null	  Fmt
##                    Z	          	Metallicity		25.17e
##                M_ini	      Msun	Initial Mass		25.17e
##                M_act	      Msun	Current Mass, M(t)		25.17e
##                 mbol	          			25.17e
##                stage	          			  22i
##                 logA	        yr	Age		25.17e
##                 logL	      Lsun	Luminosity		25.17e
##                 logT	         K	Effective temperature		25.17e
##                 logg	   cm/s**2	Surface gravity		25.17e
Z,M_ini,M_act,mbol,stage,logA,logL,logT,logg
  2.99999999999999989e-02,  1.68890476199999995e+01,  1.61705000000000005e+01, -7.13100000000000023e+00,                     1,  7.00000000000000000e+00,  4.76050000000000040e+00,  3.57419999999999982e+00,  1.35099999999999998e-01
  2.99999999999999989e-02,  1.68891200999999995e+01,  1.61705000000000005e+01, -7.17999999999999972e+00,                     1,  7.00000000000000000e+00,  4.78000000000000025e+00,  3.56910000000000016e+00,  9.51000000000000040e-02
  2.99999999999999989e-02,  1.68891925799999996e+01,  1.61705000000000005e+01, -7.21199999999999974e+00,                     1,  7.00000000000000000e+00,  4.79269999999999996e+00,  3.56470000000000020e+00,  6.48999999999999994e-02
  2.99999999999999989e-02,  1.68893375399999996e+01,  1.61704000000000008e+01, -7.25199999999999978e+00,                     1,  7.00000000000000000e+00,  4.80890000000000040e+00,  3.55929999999999991e+00,  2.69999999999999997e-02
  2.99999999999999989e-02,  1.68900508900000013e+01,  1.61702000000000012e+01, -7.32599999999999962e+00,                     1,  7.00000000000000000e+00,  4.83830000000000027e+00,  3.54599999999999982e+00, -5.56999999999999995e-02
  2.99999999999999989e-02,  1.69268951399999992e+01,  1.61170000000000009e+01, -7.78699999999999992e+00,                     1,  7.00000000000000000e+00,  5.02270000000000039e+00,  3.52159999999999984e+00, -3.38899999999999979e-01
  2.99999999999999989e-02,  1.69706306500000004e+01,  1.60646999999999984e+01, -7.67199999999999971e+00,                     1,  7.00000000000000000e+00,  4.97679999999999989e+00,  3.52769999999999984e+00, -2.70000000000000018e-01
  2.99999999999999989e-02,  1.70068588299999988e+01,  1.60350999999999999e+01, -7.57899999999999974e+00,                     1,  7.00000000000000000e+00,  4.93960000000000043e+00,  3.53299999999999992e+00, -2.12600000000000011e-01
  2.99999999999999989e-02,  1.70459842700000017e+01,  1.60137999999999998e+01, -7.51299999999999990e+00,                     1,  7.00000000000000000e+00,  4.91319999999999979e+00,  3.53730000000000011e+00, -1.69500000000000012e-01
  2.99999999999999989e-02,  1.71175861400000002e+01,  1.59844000000000008e+01, -7.46199999999999974e+00,                     1,  7.00000000000000000e+00,  4.89290000000000003e+00,  3.54139999999999988e+00, -1.33599999999999997e-01
  2.99999999999999989e-02,  1.74697876000000001e+01,  1.58402999999999992e+01, -7.46799999999999997e+00,                     2,  7.00000000000000000e+00,  4.89540000000000042e+00,  3.54709999999999992e+00, -1.17099999999999996e-01
  2.99999999999999989e-02,  1.74728393599999983e+01,  1.58388000000000009e+01, -7.46900000000000031e+00,                     2,  7.00000000000000000e+00,  4.89569999999999972e+00,  3.54709999999999992e+00, -1.17699999999999999e-01
  2.99999999999999989e-02,  1.76797561600000002e+01,  1.57265999999999995e+01, -7.51999999999999957e+00,                     3,  7.00000000000000000e+00,  4.91579999999999995e+00,  3.54210000000000003e+00, -1.61000000000000004e-01
  2.99999999999999989e-02,  1.77993221300000002e+01,  1.56494999999999997e+01, -7.57200000000000006e+00,                     3,  7.00000000000000000e+00,  4.93660000000000032e+00,  3.53759999999999986e+00, -2.01800000000000007e-01
  2.99999999999999989e-02,  1.78307094600000013e+01,  1.56209000000000007e+01, -7.59199999999999964e+00,                     3,  7.00000000000000000e+00,  4.94500000000000028e+00,  3.53609999999999980e+00, -2.16700000000000004e-01
  2.99999999999999989e-02,  1.79472274799999987e+01,  1.55084999999999997e+01, -7.67199999999999971e+00,                     3,  7.00000000000000000e+00,  4.97670000000000012e+00,  3.53069999999999995e+00, -2.73399999999999976e-01
  2.99999999999999989e-02,  1.79564285300000002e+01,  1.54993999999999996e+01, -7.70800000000000018e+00,                     3,  7.00000000000000000e+00,  4.99120000000000008e+00,  3.52839999999999998e+00, -2.97399999999999998e-01
  2.99999999999999989e-02,  1.79695472699999996e+01,  1.54862000000000002e+01, -7.76100000000000012e+00,                     3,  7.00000000000000000e+00,  5.01240000000000041e+00,  3.52499999999999991e+00, -3.32299999999999984e-01
  2.99999999999999989e-02,  1.79719371800000012e+01,  1.54827999999999992e+01, -7.81500000000000039e+00,                     3,  7.00000000000000000e+00,  5.03390000000000004e+00,  3.52199999999999980e+00, -3.66200000000000025e-01
  2.99999999999999989e-02,  1.79772529600000013e+01,  1.54722000000000008e+01, -7.92900000000000027e+00,                     3,  7.00000000000000000e+00,  5.07939999999999969e+00,  3.51560000000000006e+00, -4.37699999999999978e-01
  2.99999999999999989e-02,  1.79794845599999995e+01,  1.54670000000000005e+01, -7.98800000000000043e+00,                     3,  7.00000000000000000e+00,  5.10310000000000041e+00,  3.51230000000000020e+00, -4.74399999999999988e-01
  2.99999999999999989e-02,  1.79818324999999994e+01,  1.54603000000000002e+01, -8.06900000000000084e+00,                     3,  7.00000000000000000e+00,  5.13579999999999970e+00,  3.50800000000000001e+00, -5.24399999999999977e-01
  2.99999999999999989e-02,  1.79847068800000010e+01,  1.54502000000000006e+01, -8.16099999999999959e+00,                     3,  7.00000000000000000e+00,  5.17250000000000032e+00,  3.50340000000000007e+00, -5.79699999999999993e-01
  2.99999999999999989e-02,  1.79886894200000000e+01,  1.54389000000000003e+01, -8.26600000000000001e+00,                     3,  7.00000000000000000e+00,  5.21440000000000037e+00,  3.49849999999999994e+00, -6.41599999999999948e-01
  2.99999999999999989e-02,  1.79910316500000000e+01,  1.54403000000000006e+01, -8.32000000000000028e+00,                     4,  7.00000000000000000e+00,  5.23590000000000000e+00,  3.49589999999999979e+00, -6.73499999999999988e-01
  2.99999999999999989e-02,  8.58872890000000000e-01,  8.58899999999999997e-01,  6.12300000000000022e+00,                     1,  8.00000000000000000e+00, -5.41200000000000014e-01,  3.68940000000000001e+00,  4.62289999999999957e+00
  2.99999999999999989e-02,  8.99999980000000033e-01,  9.00000000000000022e-01,  5.89400000000000013e+00,                     1,  8.00000000000000000e+00, -4.49600000000000000e-01,  3.70290000000000008e+00,  4.60559999999999992e+00
  2.99999999999999989e-02,  9.25515470000000007e-01,  9.25499999999999989e-01,  5.75100000000000033e+00,                     1,  8.00000000000000000e+00, -3.92199999999999993e-01,  3.71070000000000011e+00,  4.59140000000000015e+00
  2.99999999999999989e-02,  1.01779854000000003e+00,  1.01780000000000004e+00,  5.26400000000000023e+00,                     1,  8.00000000000000000e+00, -1.97399999999999992e-01,  3.73680000000000012e+00,  4.54239999999999977e+00
  2.99999999999999989e-02,  1.04999994999999990e+00,  1.05000000000000004e+00,  5.10099999999999998e+00,                     1,  8.00000000000000000e+00, -1.32300000000000001e-01,  3.74520000000000008e+00,  4.52439999999999998e+00
  2.99999999999999989e-02,  1.10000001999999997e+00,  1.10000000000000009e+00,  4.85299999999999976e+00,                     1,  8.00000000000000000e+00, -3.30000000000000016e-02,  3.75749999999999984e+00,  4.49429999999999996e+00
  2.99999999999999989e-02,  1.14999998000000003e+00,  1.14999999999999991e+00,  4.61200000000000010e+00,                     1,  8.00000000000000000e+00,  6.32000000000000062e-02,  3.76889999999999992e+00,  4.46300000000000008e+00
  2.99999999999999989e-02,  1.20000005000000010e+00,  1.19999999999999996e+00,  4.37999999999999989e+00,                     1,  8.00000000000000000e+00,  1.55900000000000011e-01,  3.77950000000000008e+00,  4.43130000000000024e+00
  2.99999999999999989e-02,  1.25000000000000000e+00,  1.25000000000000000e+00,  4.16099999999999959e+00,                     1,  8.00000000000000000e+00,  2.43600000000000011e-01,  3.78929999999999989e+00,  4.40059999999999985e+00
  2.99999999999999989e-02,  1.29999994999999990e+00,  1.30000000000000004e+00,  3.95500000000000007e+00,                     1,  8.00000000000000000e+00,  3.26000000000000012e-01,  3.79879999999999995e+00,  4.37309999999999999e+00
  2.99999999999999989e-02,  1.35000001999999997e+00,  1.35000000000000009e+00,  3.75400000000000000e+00,                     1,  8.00000000000000000e+00,  4.06499999999999972e-01,  3.80739999999999990e+00,  4.34349999999999969e+00
  2.99999999999999989e-02,  1.39999998000000003e+00,  1.39999999999999991e+00,  3.56999999999999984e+00,                     1,  8.00000000000000000e+00,  4.79999999999999982e-01,  3.81619999999999981e+00,  4.32110000000000039e+00
  2.99999999999999989e-02,  1.45000005000000010e+00,  1.44999999999999996e+00,  3.39500000000000002e+00,                     1,  8.00000000000000000e+00,  5.49900000000000055e-01,  3.82469999999999999e+00,  4.30030000000000001e+00
  2.99999999999999989e-02,  1.50000000000000000e+00,  1.50000000000000000e+00,  3.22500000000000009e+00,                     1,  8.00000000000000000e+00,  6.17999999999999994e-01,  3.83329999999999993e+00,  4.28139999999999965e+00
  2.99999999999999989e-02,  1.54999994999999990e+00,  1.55000000000000004e+00,  3.06400000000000006e+00,                     1,  8.00000000000000000e+00,  6.82300000000000018e-01,  3.84200000000000008e+00,  4.26600000000000001e+00
  2.99999999999999989e-02,  1.60000001999999997e+00,  1.60000000000000009e+00,  2.91100000000000003e+00,                     1,  8.00000000000000000e+00,  7.43500000000000050e-01,  3.85130000000000017e+00,  4.25600000000000023e+00
  2.99999999999999989e-02,  1.64999998000000003e+00,  1.64999999999999991e+00,  2.76299999999999990e+00,                     1,  8.00000000000000000e+00,  8.02799999999999958e-01,  3.86180000000000012e+00,  4.25199999999999978e+00
  2.99999999999999989e-02,  1.67499994999999990e+00,  1.67500000000000004e+00,  2.69300000000000006e+00,                     1,  8.00000000000000000e+00,  8.30699999999999994e-01,  3.86739999999999995e+00,  4.25309999999999988e+00
  2.99999999999999989e-02,  1.70000005000000010e+00,  1.69999999999999996e+00,  2.62300000000000022e+00,                     1,  8.00000000000000000e+00,  8.58899999999999997e-01,  3.87300000000000022e+00,  4.25359999999999960e+00
  2.99999999999999989e-02,  1.72500001999999997e+00,  1.72500000000000009e+00,  2.55399999999999983e+00,                     1,  8.00000000000000000e+00,  8.86499999999999955e-01,  3.87840000000000007e+00,  4.25399999999999956e+00
  2.99999999999999989e-02,  1.75000000000000000e+00,  1.75000000000000000e+00,  2.48600000000000021e+00,                     1,  8.00000000000000000e+00,  9.13399999999999990e-01,  3.88410000000000011e+00,  4.25579999999999981e+00
  2.99999999999999989e-02,  1.77499998000000003e+00,  1.77499999999999991e+00,  2.41999999999999993e+00,                     1,  8.00000000000000000e+00,  9.39999999999999947e-01,  3.88929999999999998e+00,  4.25659999999999972e+00
  2.99999999999999989e-02,  1.79999994999999990e+00,  1.80000000000000004e+00,  2.35499999999999998e+00,                     1,  8.00000000000000000e+00,  9.65999999999999970e-01,  3.89449999999999985e+00,  4.25710000000000033e+00
  2.99999999999999989e-02,  1.82500005000000010e+00,  1.82499999999999996e+00,  2.29000000000000004e+00,                     1,  8.00000000000000000e+00,  9.91800000000000015e-01,  3.89950000000000019e+00,  4.25750000000000028e+00
  2.99999999999999989e-02,  1.83679140000000007e+00,  1.83679999999999999e+00,  2.25999999999999979e+00,                     1,  8.00000000000000000e+00,  1.00390000000000001e+00,  3.90180000000000016e+00,  4.25739999999999963e+00
  2.99999999999999989e-02,  1.85000001999999997e+00,  1.85000000000000009e+00,  2.22699999999999987e+00,                     1,  8.00000000000000000e+00,  1.01730000000000009e+00,  3.90439999999999987e+00,  4.25729999999999986e+00
  2.99999999999999989e-02,  1.87500000000000000e+00,  1.87500000000000000e+00,  2.16500000000000004e+00,                     1,  8.00000000000000000e+00,  1.04190000000000005e+00,  3.90919999999999979e+00,  4.25779999999999959e+00
  2.99999999999999989e-02,  1.89999998000000003e+00,  1.89999999999999991e+00,  2.10400000000000009e+00,                     1,  8.00000000000000000e+00,  1.06640000000000001e+00,  3.91380000000000017e+00,  4.25769999999999982e+00
  2.99999999999999989e-02,  1.92499994999999990e+00,  1.92500000000000004e+00,  2.04400000000000004e+00,                     1,  8.00000000000000000e+00,  1.09060000000000001e+00,  3.91840000000000011e+00,  4.25739999999999963e+00
  2.99999999999999989e-02,  1.95000005000000010e+00,  1.94999999999999996e+00,  1.98399999999999999e+00,                     1,  8.00000000000000000e+00,  1.11440000000000006e+00,  3.92269999999999985e+00,  4.25670000000000037e+00
  2.99999999999999989e-02,  2.00000000000000000e+00,  2.00000000000000000e+00,  1.86800000000000010e+00,                     1,  8.00000000000000000e+00,  1.16090000000000004e+00,  3.93129999999999979e+00,  4.25520000000000032e+00
  2.99999999999999989e-02,  2.04999995000000013e+00,  2.04999999999999982e+00,  1.75499999999999989e+00,                     1,  8.00000000000000000e+00,  1.20609999999999995e+00,  3.93949999999999978e+00,  4.25370000000000026e+00
  2.99999999999999989e-02,  2.09999989999999981e+00,  2.10000000000000009e+00,  1.64500000000000002e+00,                     1,  8.00000000000000000e+00,  1.25009999999999999e+00,  3.94729999999999981e+00,  4.25129999999999963e+00
  2.99999999999999989e-02,  2.15000010000000019e+00,  2.14999999999999991e+00,  1.53699999999999992e+00,                     1,  8.00000000000000000e+00,  1.29299999999999993e+00,  3.95480000000000009e+00,  4.24870000000000037e+00
  2.99999999999999989e-02,  2.20000004999999987e+00,  2.20000000000000018e+00,  1.43300000000000005e+00,                     1,  8.00000000000000000e+00,  1.33489999999999998e+00,  3.96200000000000019e+00,  4.24559999999999960e+00
  2.99999999999999989e-02,  2.21524262000000016e+00,  2.21519999999999984e+00,  1.40199999999999991e+00,                     1,  8.00000000000000000e+00,  1.34739999999999993e+00,  3.96410000000000018e+00,  4.24450000000000038e+00
  2.99999999999999989e-02,  2.25000000000000000e+00,  2.25000000000000000e+00,  1.33099999999999996e+00,                     1,  8.00000000000000000e+00,  1.37559999999999993e+00,  3.96879999999999988e+00,  4.24190000000000023e+00
  2.99999999999999989e-02,  2.28877282000000015e+00,  2.28880000000000017e+00,  1.25299999999999989e+00,                     1,  8.00000000000000000e+00,  1.40670000000000006e+00,  3.97400000000000020e+00,  4.23899999999999988e+00
  2.99999999999999989e-02,  2.29999995000000013e+00,  2.29999999999999982e+00,  1.23100000000000009e+00,                     1,  8.00000000000000000e+00,  1.41559999999999997e+00,  3.97549999999999981e+00,  4.23819999999999997e+00
  2.99999999999999989e-02,  2.40000010000000019e+00,  2.39999999999999991e+00,  1.03699999999999992e+00,                     1,  8.00000000000000000e+00,  1.49320000000000008e+00,  3.98810000000000020e+00,  4.22959999999999958e+00
  2.99999999999999989e-02,  2.53157567999999999e+00,  2.53160000000000007e+00,  7.94000000000000039e-01,                     1,  8.00000000000000000e+00,  1.59060000000000001e+00,  4.00380000000000003e+00,  4.21790000000000020e+00
  2.99999999999999989e-02,  2.59999989999999981e+00,  2.60000000000000009e+00,  6.71000000000000041e-01,                     1,  8.00000000000000000e+00,  1.63959999999999995e+00,  4.01149999999999984e+00,  4.21150000000000002e+00
  2.99999999999999989e-02,  2.79999995000000013e+00,  2.79999999999999982e+00,  3.29000000000000015e-01,                     1,  8.00000000000000000e+00,  1.77659999999999996e+00,  4.03260000000000041e+00,  4.19090000000000007e+00
  2.99999999999999989e-02,  3.00000000000000000e+00,  3.00000000000000000e+00,  4.00000000000000008e-03,                     1,  8.00000000000000000e+00,  1.90660000000000007e+00,  4.05140000000000011e+00,  4.16629999999999967e+00
  2.99999999999999989e-02,  3.03971290999999999e+00,  3.03969999999999985e+00, -5.89999999999999969e-02,                     1,  8.00000000000000000e+00,  1.93149999999999999e+00,  4.05499999999999972e+00,  4.16110000000000024e+00
  2.99999999999999989e-02,  3.20000004999999987e+00,  3.20000000000000018e+00, -3.05999999999999994e-01,                     1,  8.00000000000000000e+00,  2.03040000000000020e+00,  4.06850000000000023e+00,  4.13889999999999958e+00
  2.99999999999999989e-02,  3.27100420000000014e+00,  3.27099999999999991e+00, -4.11999999999999977e-01,                     1,  8.00000000000000000e+00,  2.07279999999999998e+00,  4.07420000000000027e+00,  4.12889999999999979e+00
  2.99999999999999989e-02,  3.40000010000000019e+00,  3.39999999999999991e+00, -6.00999999999999979e-01,                     1,  8.00000000000000000e+00,  2.14849999999999985e+00,  4.08410000000000029e+00,  4.10930000000000017e+00
  2.99999999999999989e-02,  3.49217105000000005e+00,  3.49219999999999997e+00, -7.32999999999999985e-01,                     1,  8.00000000000000000e+00,  2.20129999999999981e+00,  4.09070000000000000e+00,  4.09450000000000003e+00
  2.99999999999999989e-02,  3.59999989999999981e+00,  3.60000000000000009e+00, -8.86000000000000010e-01,                     1,  8.00000000000000000e+00,  2.26230000000000020e+00,  4.09799999999999986e+00,  4.07599999999999962e+00
  2.99999999999999989e-02,  3.62080001999999990e+00,  3.62080000000000002e+00, -9.15000000000000036e-01,                     1,  8.00000000000000000e+00,  2.27389999999999981e+00,  4.09930000000000039e+00,  4.07230000000000025e+00
  2.99999999999999989e-02,  3.76237702000000018e+00,  3.76239999999999997e+00, -1.11299999999999999e+00,                     1,  8.00000000000000000e+00,  2.35320000000000018e+00,  4.10789999999999988e+00,  4.04389999999999983e+00
  2.99999999999999989e-02,  3.79999995000000013e+00,  3.79999999999999982e+00, -1.16500000000000004e+00,                     1,  8.00000000000000000e+00,  2.37420000000000009e+00,  4.11000000000000032e+00,  4.03570000000000029e+00
  2.99999999999999989e-02,  3.83162950999999996e+00,  3.83159999999999989e+00, -1.20900000000000007e+00,                     1,  8.00000000000000000e+00,  2.39159999999999995e+00,  4.11179999999999968e+00,  4.02880000000000038e+00
  2.99999999999999989e-02,  3.95215583000000015e+00,  3.95219999999999994e+00, -1.37500000000000000e+00,                     1,  8.00000000000000000e+00,  2.45780000000000021e+00,  4.11789999999999967e+00,  4.00049999999999972e+00
  2.99999999999999989e-02,  4.00000000000000000e+00,  4.00000000000000000e+00, -1.43999999999999995e+00,                     1,  8.00000000000000000e+00,  2.48399999999999999e+00,  4.12009999999999987e+00,  3.98850000000000016e+00
  2.99999999999999989e-02,  4.08714676000000043e+00,  4.08710000000000040e+00, -1.55800000000000005e+00,                     1,  8.00000000000000000e+00,  2.53109999999999991e+00,  4.12380000000000013e+00,  3.96559999999999979e+00
  2.99999999999999989e-02,  4.18464899000000035e+00,  4.18459999999999965e+00, -1.68999999999999995e+00,                     1,  8.00000000000000000e+00,  2.58380000000000010e+00,  4.12739999999999974e+00,  3.93760000000000021e+00
  2.99999999999999989e-02,  4.19999980999999956e+00,  4.20000000000000018e+00, -1.70999999999999996e+00,                     1,  8.00000000000000000e+00,  2.59220000000000006e+00,  4.12790000000000035e+00,  3.93290000000000006e+00
  2.99999999999999989e-02,  4.27678442000000025e+00,  4.27679999999999971e+00, -1.81600000000000006e+00,                     1,  8.00000000000000000e+00,  2.63430000000000009e+00,  4.12990000000000013e+00,  3.90640000000000009e+00
  2.99999999999999989e-02,  4.35036706999999989e+00,  4.35039999999999960e+00, -1.91700000000000004e+00,                     1,  8.00000000000000000e+00,  2.67479999999999984e+00,  4.13130000000000042e+00,  3.87910000000000021e+00
  2.99999999999999989e-02,  4.40000009999999975e+00,  4.40000000000000036e+00, -1.98500000000000010e+00,                     1,  8.00000000000000000e+00,  2.70219999999999994e+00,  4.13189999999999991e+00,  3.85899999999999999e+00
  2.99999999999999989e-02,  4.45188474999999961e+00,  4.45190000000000019e+00, -2.05600000000000005e+00,                     1,  8.00000000000000000e+00,  2.73050000000000015e+00,  4.13250000000000028e+00,  3.83800000000000008e+00
  2.99999999999999989e-02,  4.54339360999999986e+00,  4.54340000000000011e+00, -2.18199999999999994e+00,                     1,  8.00000000000000000e+00,  2.78069999999999995e+00,  4.13250000000000028e+00,  3.79660000000000020e+00
  2.99999999999999989e-02,  4.59999990000000025e+00,  4.59999999999999964e+00, -2.26100000000000012e+00,                     1,  8.00000000000000000e+00,  2.81260000000000021e+00,  4.13140000000000018e+00,  3.76580000000000004e+00
  2.99999999999999989e-02,  4.60275268999999998e+00,  4.60280000000000022e+00, -2.26500000000000012e+00,                     1,  8.00000000000000000e+00,  2.81409999999999982e+00,  4.13140000000000018e+00,  3.76429999999999998e+00
  2.99999999999999989e-02,  4.67361497999999997e+00,  4.67360000000000042e+00, -2.36500000000000021e+00,                     1,  8.00000000000000000e+00,  2.85389999999999988e+00,  4.12910000000000021e+00,  3.72199999999999998e+00
  2.99999999999999989e-02,  4.75705767000000002e+00,  4.75710000000000033e+00, -2.48200000000000021e+00,                     1,  8.00000000000000000e+00,  2.90099999999999980e+00,  4.12500000000000000e+00,  3.66650000000000009e+00
  2.99999999999999989e-02,  4.80000019000000044e+00,  4.79999999999999982e+00, -2.54400000000000004e+00,                     1,  8.00000000000000000e+00,  2.92560000000000020e+00,  4.12209999999999965e+00,  3.63379999999999992e+00
  2.99999999999999989e-02,  4.84537410999999985e+00,  4.84539999999999971e+00, -2.60999999999999988e+00,                     1,  8.00000000000000000e+00,  2.95219999999999994e+00,  4.11770000000000014e+00,  3.59410000000000007e+00
  2.99999999999999989e-02,  4.90266848000000000e+00,  4.90270000000000028e+00, -2.69499999999999984e+00,                     1,  8.00000000000000000e+00,  2.98579999999999979e+00,  4.11110000000000042e+00,  3.53900000000000015e+00
  2.99999999999999989e-02,  4.95187998000000018e+00,  4.95190000000000019e+00, -2.76799999999999979e+00,                     1,  8.00000000000000000e+00,  3.01500000000000012e+00,  4.10459999999999958e+00,  3.48819999999999997e+00
  2.99999999999999989e-02,  4.99503374000000022e+00,  4.99500000000000011e+00, -2.83499999999999996e+00,                     1,  8.00000000000000000e+00,  3.04190000000000005e+00,  4.09710000000000019e+00,  3.43500000000000005e+00
  2.99999999999999989e-02,  5.00000000000000000e+00,  5.00000000000000000e+00, -2.84299999999999997e+00,                     1,  8.00000000000000000e+00,  3.04519999999999991e+00,  4.09630000000000027e+00,  3.42890000000000006e+00
  2.99999999999999989e-02,  5.04222869999999990e+00,  5.04220000000000024e+00, -2.91599999999999993e+00,                     1,  8.00000000000000000e+00,  3.07450000000000001e+00,  4.08990000000000009e+00,  3.37780000000000014e+00
  2.99999999999999989e-02,  5.05572081000000040e+00,  5.05569999999999986e+00, -2.94499999999999984e+00,                     1,  8.00000000000000000e+00,  3.08599999999999985e+00,  4.08969999999999967e+00,  3.36649999999999983e+00
  2.99999999999999989e-02,  5.07814216999999957e+00,  5.07810000000000006e+00, -3.01799999999999979e+00,                     1,  8.00000000000000000e+00,  3.11509999999999998e+00,  4.09900000000000020e+00,  3.37650000000000006e+00
  2.99999999999999989e-02,  5.08373642000000014e+00,  5.08370000000000033e+00, -3.05799999999999983e+00,                     1,  8.00000000000000000e+00,  3.13120000000000021e+00,  4.10909999999999975e+00,  3.40149999999999997e+00
  2.99999999999999989e-02,  5.08632898000000022e+00,  5.08629999999999960e+00, -3.09500000000000020e+00,                     1,  8.00000000000000000e+00,  3.14590000000000014e+00,  4.11910000000000043e+00,  3.42700000000000005e+00
  2.99999999999999989e-02,  5.08775567999999989e+00,  5.08779999999999966e+00, -3.13499999999999979e+00,                     1,  8.00000000000000000e+00,  3.16179999999999994e+00,  4.12919999999999998e+00,  3.45160000000000000e+00
  2.99999999999999989e-02,  5.08854722999999964e+00,  5.08849999999999980e+00, -3.17799999999999994e+00,                     1,  8.00000000000000000e+00,  3.17919999999999980e+00,  4.13870000000000005e+00,  3.47199999999999998e+00
  2.99999999999999989e-02,  5.08905554000000038e+00,  5.08910000000000018e+00, -3.22699999999999987e+00,                     1,  8.00000000000000000e+00,  3.19899999999999984e+00,  4.14770000000000039e+00,  3.48839999999999995e+00
  2.99999999999999989e-02,  5.08936356999999973e+00,  5.08940000000000037e+00, -3.25000000000000000e+00,                     2,  8.00000000000000000e+00,  3.20809999999999995e+00,  4.15230000000000032e+00,  3.49770000000000003e+00
  2.99999999999999989e-02,  5.08954095999999989e+00,  5.08950000000000014e+00, -3.20400000000000018e+00,                     2,  8.00000000000000000e+00,  3.18979999999999997e+00,  4.14810000000000034e+00,  3.49920000000000009e+00
  2.99999999999999989e-02,  5.08968829999999972e+00,  5.08969999999999967e+00, -3.14299999999999979e+00,                     2,  8.00000000000000000e+00,  3.16520000000000001e+00,  4.13959999999999972e+00,  3.49009999999999998e+00
  2.99999999999999989e-02,  5.08981894999999973e+00,  5.08980000000000032e+00, -3.10300000000000020e+00,                     2,  8.00000000000000000e+00,  3.14939999999999998e+00,  4.13039999999999985e+00,  3.46879999999999988e+00
  2.99999999999999989e-02,  5.08998156000000002e+00,  5.08999999999999986e+00, -3.08999999999999986e+00,                     2,  8.00000000000000000e+00,  3.14389999999999992e+00,  4.11859999999999982e+00,  3.42729999999999979e+00
  2.99999999999999989e-02,  5.09015464999999967e+00,  5.09020000000000028e+00, -3.10999999999999988e+00,                     2,  8.00000000000000000e+00,  3.15189999999999992e+00,  4.10700000000000021e+00,  3.37270000000000003e+00
  2.99999999999999989e-02,  5.09034347999999959e+00,  5.09030000000000005e+00, -3.14199999999999990e+00,                     2,  8.00000000000000000e+00,  3.16480000000000006e+00,  4.09520000000000017e+00,  3.31260000000000021e+00
  2.99999999999999989e-02,  5.09054421999999995e+00,  5.09049999999999958e+00, -3.16999999999999993e+00,                     2,  8.00000000000000000e+00,  3.17600000000000016e+00,  4.08330000000000037e+00,  3.25380000000000003e+00
  2.99999999999999989e-02,  5.09075307999999982e+00,  5.09079999999999977e+00, -3.18999999999999995e+00,                     2,  8.00000000000000000e+00,  3.18380000000000019e+00,  4.07129999999999992e+00,  3.19819999999999993e+00
  2.99999999999999989e-02,  5.09096670000000007e+00,  5.09100000000000019e+00, -3.20199999999999996e+00,                     2,  8.00000000000000000e+00,  3.18869999999999987e+00,  4.05930000000000035e+00,  3.14520000000000000e+00
  2.99999999999999989e-02,  5.09118318999999975e+00,  5.09119999999999973e+00, -3.20900000000000007e+00,                     2,  8.00000000000000000e+00,  3.19139999999999979e+00,  4.04720000000000013e+00,  3.09430000000000005e+00
  2.99999999999999989e-02,  5.09139967000000038e+00,  5.09140000000000015e+00, -3.21099999999999985e+00,                     2,  8.00000000000000000e+00,  3.19249999999999989e+00,  4.03509999999999991e+00,  3.04479999999999995e+00
  2.99999999999999989e-02,  5.09161425000000012e+00,  5.09159999999999968e+00, -3.20999999999999996e+00,                     2,  8.00000000000000000e+00,  3.19209999999999994e+00,  4.02289999999999992e+00,  2.99650000000000016e+00
